DateRange,INVertor Power (MW),SoC
22.03.2024 02:00 - 22.03.2024 02:15,25.00,53.44
22.03.2024 02:15 - 22.03.2024 02:30,25.00,59.37
22.03.2024 02:30 - 22.03.2024 02:45,25.00,65.31
22.03.2024 02:45 - 22.03.2024 03:00,25.00,71.25
22.03.2024 03:00 - 22.03.2024 03:15,0.00,71.25
22.03.2024 03:15 - 22.03.2024 03:30,0.00,71.25
22.03.2024 03:30 - 22.03.2024 03:45,0.00,71.25
22.03.2024 03:45 - 22.03.2024 04:00,0.00,71.25
22.03.2024 04:00 - 22.03.2024 04:15,25.00,77.19
22.03.2024 04:15 - 22.03.2024 04:30,25.00,83.12
22.03.2024 04:30 - 22.03.2024 04:45,25.00,89.06
22.03.2024 04:45 - 22.03.2024 05:00,25.00,95.00
22.03.2024 05:00 - 22.03.2024 05:15,0.00,95.00
22.03.2024 05:15 - 22.03.2024 05:30,0.00,95.00
22.03.2024 05:30 - 22.03.2024 05:45,0.00,95.00
22.03.2024 05:45 - 22.03.2024 06:00,0.00,95.00
22.03.2024 06:00 - 22.03.2024 06:15,-23.75,88.75
22.03.2024 06:15 - 22.03.2024 06:30,-23.75,82.50
22.03.2024 06:30 - 22.03.2024 06:45,-23.75,76.25
22.03.2024 06:45 - 22.03.2024 07:00,-23.75,70.00
22.03.2024 07:00 - 22.03.2024 07:15,-23.75,63.75
22.03.2024 07:15 - 22.03.2024 07:30,-23.75,57.50
22.03.2024 07:30 - 22.03.2024 07:45,-23.75,51.25
22.03.2024 07:45 - 22.03.2024 08:00,-23.75,45.00
22.03.2024 08:00 - 22.03.2024 08:15,0.00,45.00
22.03.2024 08:15 - 22.03.2024 08:30,0.00,45.00
22.03.2024 08:30 - 22.03.2024 08:45,0.00,45.00
22.03.2024 08:45 - 22.03.2024 09:00,0.00,45.00
22.03.2024 09:00 - 22.03.2024 09:15,25.00,50.94
22.03.2024 09:15 - 22.03.2024 09:30,25.00,56.87
22.03.2024 09:30 - 22.03.2024 09:45,25.00,62.81
22.03.2024 09:45 - 22.03.2024 10:00,25.00,68.75
22.03.2024 10:00 - 22.03.2024 10:15,25.00,74.69
22.03.2024 10:15 - 22.03.2024 10:30,25.00,80.62
22.03.2024 10:30 - 22.03.2024 10:45,25.00,86.56
22.03.2024 10:45 - 22.03.2024 11:00,25.00,92.50
22.03.2024 11:00 - 22.03.2024 11:15,0.00,92.50
22.03.2024 11:15 - 22.03.2024 11:30,0.00,92.50
22.03.2024 11:30 - 22.03.2024 11:45,0.00,92.50
22.03.2024 11:45 - 22.03.2024 12:00,0.00,92.50
22.03.2024 12:00 - 22.03.2024 12:15,0.00,92.50
22.03.2024 12:15 - 22.03.2024 12:30,0.00,92.50
22.03.2024 12:30 - 22.03.2024 12:45,0.00,92.50
22.03.2024 12:45 - 22.03.2024 13:00,0.00,92.50
22.03.2024 13:00 - 22.03.2024 13:15,0.00,92.50
22.03.2024 13:15 - 22.03.2024 13:30,0.00,92.50
22.03.2024 13:30 - 22.03.2024 13:45,0.00,92.50
22.03.2024 13:45 - 22.03.2024 14:00,0.00,92.50
22.03.2024 14:00 - 22.03.2024 14:15,0.00,92.50
22.03.2024 14:15 - 22.03.2024 14:30,0.00,92.50
22.03.2024 14:30 - 22.03.2024 14:45,0.00,92.50
22.03.2024 14:45 - 22.03.2024 15:00,0.00,92.50
22.03.2024 15:00 - 22.03.2024 15:15,0.00,92.50
22.03.2024 15:15 - 22.03.2024 15:30,0.00,92.50
22.03.2024 15:30 - 22.03.2024 15:45,0.00,92.50
22.03.2024 15:45 - 22.03.2024 16:00,0.00,92.50
22.03.2024 16:00 - 22.03.2024 16:15,0.00,92.50
22.03.2024 16:15 - 22.03.2024 16:30,0.00,92.50
22.03.2024 16:30 - 22.03.2024 16:45,0.00,92.50
22.03.2024 16:45 - 22.03.2024 17:00,0.00,92.50
22.03.2024 17:00 - 22.03.2024 17:15,-14.25,88.75
22.03.2024 17:15 - 22.03.2024 17:30,-14.25,85.00
22.03.2024 17:30 - 22.03.2024 17:45,-14.25,81.25
22.03.2024 17:45 - 22.03.2024 18:00,-14.25,77.50
22.03.2024 18:00 - 22.03.2024 18:15,-23.75,71.25
22.03.2024 18:15 - 22.03.2024 18:30,-23.75,65.00
22.03.2024 18:30 - 22.03.2024 18:45,-23.75,58.75
22.03.2024 18:45 - 22.03.2024 19:00,-23.75,52.50
22.03.2024 19:00 - 22.03.2024 19:15,-23.75,46.25
22.03.2024 19:15 - 22.03.2024 19:30,-23.75,40.00
22.03.2024 19:30 - 22.03.2024 19:45,-23.75,33.75
22.03.2024 19:45 - 22.03.2024 20:00,-23.75,27.50
22.03.2024 20:00 - 22.03.2024 20:15,-23.75,21.25
22.03.2024 20:15 - 22.03.2024 20:30,-23.75,15.00
22.03.2024 20:30 - 22.03.2024 20:45,-23.75,8.75
22.03.2024 20:45 - 22.03.2024 21:00,-23.75,2.50
22.03.2024 21:00 - 22.03.2024 21:15,0.00,2.50
22.03.2024 21:15 - 22.03.2024 21:30,0.00,2.50
22.03.2024 21:30 - 22.03.2024 21:45,0.00,2.50
22.03.2024 21:45 - 22.03.2024 22:00,0.00,2.50
22.03.2024 22:00 - 22.03.2024 22:15,0.00,2.50
22.03.2024 22:15 - 22.03.2024 22:30,0.00,2.50
22.03.2024 22:30 - 22.03.2024 22:45,0.00,2.50
22.03.2024 22:45 - 22.03.2024 23:00,0.00,2.50
22.03.2024 23:00 - 22.03.2024 23:15,0.00,2.50
22.03.2024 23:15 - 22.03.2024 23:30,0.00,2.50
22.03.2024 23:30 - 22.03.2024 23:45,0.00,2.50
22.03.2024 23:45 - 23.03.2024 00:00,0.00,2.50
23.03.2024 00:00 - 23.03.2024 00:15,0.00,2.50
23.03.2024 00:15 - 23.03.2024 00:30,0.00,2.50
23.03.2024 00:30 - 23.03.2024 00:45,0.00,2.50
23.03.2024 00:45 - 23.03.2024 01:00,0.00,2.50
23.03.2024 01:00 - 23.03.2024 01:15,25.00,8.44
23.03.2024 01:15 - 23.03.2024 01:30,25.00,14.37
23.03.2024 01:30 - 23.03.2024 01:45,25.00,20.31
23.03.2024 01:45 - 23.03.2024 02:00,25.00,26.25
23.03.2024 02:00 - 23.03.2024 02:15,0.00,26.25
23.03.2024 02:15 - 23.03.2024 02:30,0.00,26.25
23.03.2024 02:30 - 23.03.2024 02:45,0.00,26.25
23.03.2024 02:45 - 23.03.2024 03:00,0.00,26.25
23.03.2024 03:00 - 23.03.2024 03:15,0.00,26.25
23.03.2024 03:15 - 23.03.2024 03:30,0.00,26.25
23.03.2024 03:30 - 23.03.2024 03:45,0.00,26.25
23.03.2024 03:45 - 23.03.2024 04:00,0.00,26.25
23.03.2024 04:00 - 23.03.2024 04:15,25.00,32.19
23.03.2024 04:15 - 23.03.2024 04:30,25.00,38.12
23.03.2024 04:30 - 23.03.2024 04:45,25.00,44.06
23.03.2024 04:45 - 23.03.2024 05:00,25.00,50.00
23.03.2024 05:00 - 23.03.2024 05:15,0.00,50.00
23.03.2024 05:15 - 23.03.2024 05:30,0.00,50.00
23.03.2024 05:30 - 23.03.2024 05:45,0.00,50.00
23.03.2024 05:45 - 23.03.2024 06:00,0.00,50.00
23.03.2024 06:00 - 23.03.2024 06:15,0.00,50.00
23.03.2024 06:15 - 23.03.2024 06:30,0.00,50.00
23.03.2024 06:30 - 23.03.2024 06:45,0.00,50.00
23.03.2024 06:45 - 23.03.2024 07:00,0.00,50.00
23.03.2024 07:00 - 23.03.2024 07:15,0.00,50.00
23.03.2024 07:15 - 23.03.2024 07:30,0.00,50.00
23.03.2024 07:30 - 23.03.2024 07:45,0.00,50.00
23.03.2024 07:45 - 23.03.2024 08:00,0.00,50.00
23.03.2024 08:00 - 23.03.2024 08:15,0.00,50.00
23.03.2024 08:15 - 23.03.2024 08:30,0.00,50.00
23.03.2024 08:30 - 23.03.2024 08:45,0.00,50.00
23.03.2024 08:45 - 23.03.2024 09:00,0.00,50.00
23.03.2024 09:00 - 23.03.2024 09:15,0.00,50.00
23.03.2024 09:15 - 23.03.2024 09:30,0.00,50.00
23.03.2024 09:30 - 23.03.2024 09:45,0.00,50.00
23.03.2024 09:45 - 23.03.2024 10:00,0.00,50.00
23.03.2024 10:00 - 23.03.2024 10:15,0.00,50.00
23.03.2024 10:15 - 23.03.2024 10:30,0.00,50.00
23.03.2024 10:30 - 23.03.2024 10:45,0.00,50.00
23.03.2024 10:45 - 23.03.2024 11:00,0.00,50.00
23.03.2024 11:00 - 23.03.2024 11:15,0.00,50.00
23.03.2024 11:15 - 23.03.2024 11:30,0.00,50.00
23.03.2024 11:30 - 23.03.2024 11:45,0.00,50.00
23.03.2024 11:45 - 23.03.2024 12:00,0.00,50.00
23.03.2024 12:00 - 23.03.2024 12:15,0.00,50.00
23.03.2024 12:15 - 23.03.2024 12:30,0.00,50.00
23.03.2024 12:30 - 23.03.2024 12:45,0.00,50.00
23.03.2024 12:45 - 23.03.2024 13:00,0.00,50.00
23.03.2024 13:00 - 23.03.2024 13:15,0.00,50.00
23.03.2024 13:15 - 23.03.2024 13:30,0.00,50.00
23.03.2024 13:30 - 23.03.2024 13:45,0.00,50.00
23.03.2024 13:45 - 23.03.2024 14:00,0.00,50.00
23.03.2024 14:00 - 23.03.2024 14:15,0.00,50.00
23.03.2024 14:15 - 23.03.2024 14:30,0.00,50.00
23.03.2024 14:30 - 23.03.2024 14:45,0.00,50.00
23.03.2024 14:45 - 23.03.2024 15:00,0.00,50.00
23.03.2024 15:00 - 23.03.2024 15:15,0.00,50.00
23.03.2024 15:15 - 23.03.2024 15:30,0.00,50.00
23.03.2024 15:30 - 23.03.2024 15:45,0.00,50.00
23.03.2024 15:45 - 23.03.2024 16:00,0.00,50.00
23.03.2024 16:00 - 23.03.2024 16:15,0.00,50.00
23.03.2024 16:15 - 23.03.2024 16:30,0.00,50.00
23.03.2024 16:30 - 23.03.2024 16:45,0.00,50.00
23.03.2024 16:45 - 23.03.2024 17:00,0.00,50.00
23.03.2024 17:00 - 23.03.2024 17:15,0.00,50.00
23.03.2024 17:15 - 23.03.2024 17:30,0.00,50.00
23.03.2024 17:30 - 23.03.2024 17:45,0.00,50.00
23.03.2024 17:45 - 23.03.2024 18:00,0.00,50.00
23.03.2024 18:00 - 23.03.2024 18:15,-23.75,43.75
23.03.2024 18:15 - 23.03.2024 18:30,-23.75,37.50
23.03.2024 18:30 - 23.03.2024 18:45,-23.75,31.25
23.03.2024 18:45 - 23.03.2024 19:00,-23.75,25.00
23.03.2024 19:00 - 23.03.2024 19:15,-23.75,18.75
23.03.2024 19:15 - 23.03.2024 19:30,-23.75,12.50
23.03.2024 19:30 - 23.03.2024 19:45,-23.75,6.25
23.03.2024 19:45 - 23.03.2024 20:00,-23.75,0.00
23.03.2024 20:00 - 23.03.2024 20:15,0.00,0.00
23.03.2024 20:15 - 23.03.2024 20:30,0.00,0.00
23.03.2024 20:30 - 23.03.2024 20:45,0.00,0.00
23.03.2024 20:45 - 23.03.2024 21:00,0.00,0.00
23.03.2024 21:00 - 23.03.2024 21:15,0.00,0.00
23.03.2024 21:15 - 23.03.2024 21:30,0.00,0.00
23.03.2024 21:30 - 23.03.2024 21:45,0.00,0.00
23.03.2024 21:45 - 23.03.2024 22:00,0.00,0.00
23.03.2024 22:00 - 23.03.2024 22:15,0.00,0.00
23.03.2024 22:15 - 23.03.2024 22:30,0.00,0.00
23.03.2024 22:30 - 23.03.2024 22:45,0.00,0.00
23.03.2024 22:45 - 23.03.2024 23:00,0.00,0.00
23.03.2024 23:00 - 23.03.2024 23:15,0.00,0.00
23.03.2024 23:15 - 23.03.2024 23:30,0.00,0.00
23.03.2024 23:30 - 23.03.2024 23:45,0.00,0.00
23.03.2024 23:45 - 24.03.2024 00:00,0.00,0.00
24.03.2024 00:00 - 24.03.2024 00:15,0.00,0.00
24.03.2024 00:15 - 24.03.2024 00:30,0.00,0.00
24.03.2024 00:30 - 24.03.2024 00:45,0.00,0.00
24.03.2024 00:45 - 24.03.2024 01:00,0.00,0.00
24.03.2024 01:00 - 24.03.2024 01:15,0.00,0.00
24.03.2024 01:15 - 24.03.2024 01:30,0.00,0.00
24.03.2024 01:30 - 24.03.2024 01:45,0.00,0.00
24.03.2024 01:45 - 24.03.2024 02:00,0.00,0.00
24.03.2024 02:00 - 24.03.2024 02:15,0.00,0.00
24.03.2024 02:15 - 24.03.2024 02:30,0.00,0.00
24.03.2024 02:30 - 24.03.2024 02:45,0.00,0.00
24.03.2024 02:45 - 24.03.2024 03:00,0.00,0.00
24.03.2024 03:00 - 24.03.2024 03:15,0.00,0.00
24.03.2024 03:15 - 24.03.2024 03:30,0.00,0.00
24.03.2024 03:30 - 24.03.2024 03:45,0.00,0.00
24.03.2024 03:45 - 24.03.2024 04:00,0.00,0.00
24.03.2024 04:00 - 24.03.2024 04:15,0.00,0.00
24.03.2024 04:15 - 24.03.2024 04:30,0.00,0.00
24.03.2024 04:30 - 24.03.2024 04:45,0.00,0.00
24.03.2024 04:45 - 24.03.2024 05:00,0.00,0.00
24.03.2024 05:00 - 24.03.2024 05:15,0.00,0.00
24.03.2024 05:15 - 24.03.2024 05:30,0.00,0.00
24.03.2024 05:30 - 24.03.2024 05:45,0.00,0.00
24.03.2024 05:45 - 24.03.2024 06:00,0.00,0.00
24.03.2024 06:00 - 24.03.2024 06:15,0.00,0.00
24.03.2024 06:15 - 24.03.2024 06:30,0.00,0.00
24.03.2024 06:30 - 24.03.2024 06:45,0.00,0.00
24.03.2024 06:45 - 24.03.2024 07:00,0.00,0.00
24.03.2024 07:00 - 24.03.2024 07:15,0.00,0.00
24.03.2024 07:15 - 24.03.2024 07:30,0.00,0.00
24.03.2024 07:30 - 24.03.2024 07:45,0.00,0.00
24.03.2024 07:45 - 24.03.2024 08:00,0.00,0.00
24.03.2024 08:00 - 24.03.2024 08:15,0.00,0.00
24.03.2024 08:15 - 24.03.2024 08:30,0.00,0.00
24.03.2024 08:30 - 24.03.2024 08:45,0.00,0.00
24.03.2024 08:45 - 24.03.2024 09:00,0.00,0.00
24.03.2024 09:00 - 24.03.2024 09:15,5.26,1.25
24.03.2024 09:15 - 24.03.2024 09:30,5.26,2.50
24.03.2024 09:30 - 24.03.2024 09:45,5.26,3.75
24.03.2024 09:45 - 24.03.2024 10:00,5.26,5.00
24.03.2024 10:00 - 24.03.2024 10:15,25.00,10.94
24.03.2024 10:15 - 24.03.2024 10:30,25.00,16.87
24.03.2024 10:30 - 24.03.2024 10:45,25.00,22.81
24.03.2024 10:45 - 24.03.2024 11:00,25.00,28.75
24.03.2024 11:00 - 24.03.2024 11:15,25.00,34.69
24.03.2024 11:15 - 24.03.2024 11:30,25.00,40.62
24.03.2024 11:30 - 24.03.2024 11:45,25.00,46.56
24.03.2024 11:45 - 24.03.2024 12:00,25.00,52.50
24.03.2024 12:00 - 24.03.2024 12:15,25.00,58.44
24.03.2024 12:15 - 24.03.2024 12:30,25.00,64.37
24.03.2024 12:30 - 24.03.2024 12:45,25.00,70.31
24.03.2024 12:45 - 24.03.2024 13:00,25.00,76.25
24.03.2024 13:00 - 24.03.2024 13:15,25.00,82.19
24.03.2024 13:15 - 24.03.2024 13:30,25.00,88.12
24.03.2024 13:30 - 24.03.2024 13:45,25.00,94.06
24.03.2024 13:45 - 24.03.2024 14:00,25.00,100.00
24.03.2024 14:00 - 24.03.2024 14:15,0.00,100.00
24.03.2024 14:15 - 24.03.2024 14:30,0.00,100.00
24.03.2024 14:30 - 24.03.2024 14:45,0.00,100.00
24.03.2024 14:45 - 24.03.2024 15:00,0.00,100.00
24.03.2024 15:00 - 24.03.2024 15:15,0.00,100.00
24.03.2024 15:15 - 24.03.2024 15:30,0.00,100.00
24.03.2024 15:30 - 24.03.2024 15:45,0.00,100.00
24.03.2024 15:45 - 24.03.2024 16:00,0.00,100.00
24.03.2024 16:00 - 24.03.2024 16:15,0.00,100.00
24.03.2024 16:15 - 24.03.2024 16:30,0.00,100.00
24.03.2024 16:30 - 24.03.2024 16:45,0.00,100.00
24.03.2024 16:45 - 24.03.2024 17:00,0.00,100.00
24.03.2024 17:00 - 24.03.2024 17:15,0.00,100.00
24.03.2024 17:15 - 24.03.2024 17:30,0.00,100.00
24.03.2024 17:30 - 24.03.2024 17:45,0.00,100.00
24.03.2024 17:45 - 24.03.2024 18:00,0.00,100.00
24.03.2024 18:00 - 24.03.2024 18:15,-23.75,93.75
24.03.2024 18:15 - 24.03.2024 18:30,-23.75,87.50
24.03.2024 18:30 - 24.03.2024 18:45,-23.75,81.25
24.03.2024 18:45 - 24.03.2024 19:00,-23.75,75.00
24.03.2024 19:00 - 24.03.2024 19:15,-23.75,68.75
24.03.2024 19:15 - 24.03.2024 19:30,-23.75,62.50
24.03.2024 19:30 - 24.03.2024 19:45,-23.75,56.25
24.03.2024 19:45 - 24.03.2024 20:00,-23.75,50.00
24.03.2024 20:00 - 24.03.2024 20:15,0.00,50.00
24.03.2024 20:15 - 24.03.2024 20:30,0.00,50.00
24.03.2024 20:30 - 24.03.2024 20:45,0.00,50.00
24.03.2024 20:45 - 24.03.2024 21:00,0.00,50.00
24.03.2024 21:00 - 24.03.2024 21:15,0.00,50.00
24.03.2024 21:15 - 24.03.2024 21:30,0.00,50.00
24.03.2024 21:30 - 24.03.2024 21:45,0.00,50.00
24.03.2024 21:45 - 24.03.2024 22:00,0.00,50.00
24.03.2024 22:00 - 24.03.2024 22:15,0.00,50.00
24.03.2024 22:15 - 24.03.2024 22:30,0.00,50.00
24.03.2024 22:30 - 24.03.2024 22:45,0.00,50.00
24.03.2024 22:45 - 24.03.2024 23:00,0.00,50.00
24.03.2024 23:00 - 24.03.2024 23:15,25.00,55.94
24.03.2024 23:15 - 24.03.2024 23:30,25.00,61.87
24.03.2024 23:30 - 24.03.2024 23:45,25.00,67.81
24.03.2024 23:45 - 25.03.2024 00:00,25.00,73.75
25.03.2024 00:00 - 25.03.2024 00:15,0.00,73.75
25.03.2024 00:15 - 25.03.2024 00:30,0.00,73.75
25.03.2024 00:30 - 25.03.2024 00:45,0.00,73.75
25.03.2024 00:45 - 25.03.2024 01:00,0.00,73.75
25.03.2024 01:00 - 25.03.2024 01:15,2.63,74.37
25.03.2024 01:15 - 25.03.2024 01:30,2.63,75.00
25.03.2024 01:30 - 25.03.2024 01:45,2.63,75.62
25.03.2024 01:45 - 25.03.2024 02:00,2.63,76.25
25.03.2024 02:00 - 25.03.2024 02:15,25.00,82.19
25.03.2024 02:15 - 25.03.2024 02:30,25.00,88.12
25.03.2024 02:30 - 25.03.2024 02:45,25.00,94.06
25.03.2024 02:45 - 25.03.2024 03:00,25.00,100.00
25.03.2024 03:00 - 25.03.2024 03:15,0.00,100.00
25.03.2024 03:15 - 25.03.2024 03:30,0.00,100.00
25.03.2024 03:30 - 25.03.2024 03:45,0.00,100.00
25.03.2024 03:45 - 25.03.2024 04:00,0.00,100.00
25.03.2024 04:00 - 25.03.2024 04:15,0.00,100.00
25.03.2024 04:15 - 25.03.2024 04:30,0.00,100.00
25.03.2024 04:30 - 25.03.2024 04:45,0.00,100.00
25.03.2024 04:45 - 25.03.2024 05:00,0.00,100.00
25.03.2024 05:00 - 25.03.2024 05:15,0.00,100.00
25.03.2024 05:15 - 25.03.2024 05:30,0.00,100.00
25.03.2024 05:30 - 25.03.2024 05:45,0.00,100.00
25.03.2024 05:45 - 25.03.2024 06:00,0.00,100.00
25.03.2024 06:00 - 25.03.2024 06:15,0.00,100.00
25.03.2024 06:15 - 25.03.2024 06:30,0.00,100.00
25.03.2024 06:30 - 25.03.2024 06:45,0.00,100.00
25.03.2024 06:45 - 25.03.2024 07:00,0.00,100.00
25.03.2024 07:00 - 25.03.2024 07:15,-23.75,93.75
25.03.2024 07:15 - 25.03.2024 07:30,-23.75,87.50
25.03.2024 07:30 - 25.03.2024 07:45,-23.75,81.25
25.03.2024 07:45 - 25.03.2024 08:00,-23.75,75.00
25.03.2024 08:00 - 25.03.2024 08:15,-23.75,68.75
25.03.2024 08:15 - 25.03.2024 08:30,-23.75,62.50
25.03.2024 08:30 - 25.03.2024 08:45,-23.75,56.25
25.03.2024 08:45 - 25.03.2024 09:00,-23.75,50.00
25.03.2024 09:00 - 25.03.2024 09:15,25.00,55.94
25.03.2024 09:15 - 25.03.2024 09:30,25.00,61.87
25.03.2024 09:30 - 25.03.2024 09:45,25.00,67.81
25.03.2024 09:45 - 25.03.2024 10:00,25.00,73.75
25.03.2024 10:00 - 25.03.2024 10:15,0.00,73.75
25.03.2024 10:15 - 25.03.2024 10:30,0.00,73.75
25.03.2024 10:30 - 25.03.2024 10:45,0.00,73.75
25.03.2024 10:45 - 25.03.2024 11:00,0.00,73.75
25.03.2024 11:00 - 25.03.2024 11:15,-20.19,68.44
25.03.2024 11:15 - 25.03.2024 11:30,-20.19,63.12
25.03.2024 11:30 - 25.03.2024 11:45,-20.19,57.81
25.03.2024 11:45 - 25.03.2024 12:00,-20.19,52.50
25.03.2024 12:00 - 25.03.2024 12:15,0.00,52.50
25.03.2024 12:15 - 25.03.2024 12:30,0.00,52.50
25.03.2024 12:30 - 25.03.2024 12:45,0.00,52.50
25.03.2024 12:45 - 25.03.2024 13:00,0.00,52.50
25.03.2024 13:00 - 25.03.2024 13:15,25.00,58.44
25.03.2024 13:15 - 25.03.2024 13:30,25.00,64.37
25.03.2024 13:30 - 25.03.2024 13:45,25.00,70.31
25.03.2024 13:45 - 25.03.2024 14:00,25.00,76.25
25.03.2024 14:00 - 25.03.2024 14:15,25.00,82.19
25.03.2024 14:15 - 25.03.2024 14:30,25.00,88.12
25.03.2024 14:30 - 25.03.2024 14:45,25.00,94.06
25.03.2024 14:45 - 25.03.2024 15:00,25.00,100.00
25.03.2024 15:00 - 25.03.2024 15:15,0.00,100.00
25.03.2024 15:15 - 25.03.2024 15:30,0.00,100.00
25.03.2024 15:30 - 25.03.2024 15:45,0.00,100.00
25.03.2024 15:45 - 25.03.2024 16:00,0.00,100.00
25.03.2024 16:00 - 25.03.2024 16:15,0.00,100.00
25.03.2024 16:15 - 25.03.2024 16:30,0.00,100.00
25.03.2024 16:30 - 25.03.2024 16:45,0.00,100.00
25.03.2024 16:45 - 25.03.2024 17:00,0.00,100.00
25.03.2024 17:00 - 25.03.2024 17:15,-23.75,93.75
25.03.2024 17:15 - 25.03.2024 17:30,-23.75,87.50
25.03.2024 17:30 - 25.03.2024 17:45,-23.75,81.25
25.03.2024 17:45 - 25.03.2024 18:00,-23.75,75.00
25.03.2024 18:00 - 25.03.2024 18:15,-23.75,68.75
25.03.2024 18:15 - 25.03.2024 18:30,-23.75,62.50
25.03.2024 18:30 - 25.03.2024 18:45,-23.75,56.25
25.03.2024 18:45 - 25.03.2024 19:00,-23.75,50.00
25.03.2024 19:00 - 25.03.2024 19:15,-23.75,43.75
25.03.2024 19:15 - 25.03.2024 19:30,-23.75,37.50
25.03.2024 19:30 - 25.03.2024 19:45,-23.75,31.25
25.03.2024 19:45 - 25.03.2024 20:00,-23.75,25.00
25.03.2024 20:00 - 25.03.2024 20:15,-23.75,18.75
25.03.2024 20:15 - 25.03.2024 20:30,-23.75,12.50
25.03.2024 20:30 - 25.03.2024 20:45,-23.75,6.25
25.03.2024 20:45 - 25.03.2024 21:00,-23.75,0.00
25.03.2024 21:00 - 25.03.2024 21:15,0.00,0.00
25.03.2024 21:15 - 25.03.2024 21:30,0.00,0.00
25.03.2024 21:30 - 25.03.2024 21:45,0.00,0.00
25.03.2024 21:45 - 25.03.2024 22:00,0.00,0.00
25.03.2024 22:00 - 25.03.2024 22:15,0.00,0.00
25.03.2024 22:15 - 25.03.2024 22:30,0.00,0.00
25.03.2024 22:30 - 25.03.2024 22:45,0.00,0.00
25.03.2024 22:45 - 25.03.2024 23:00,0.00,0.00
25.03.2024 23:00 - 25.03.2024 23:15,0.00,0.00
25.03.2024 23:15 - 25.03.2024 23:30,0.00,0.00
25.03.2024 23:30 - 25.03.2024 23:45,0.00,0.00
25.03.2024 23:45 - 26.03.2024 00:00,0.00,0.00
26.03.2024 00:00 - 26.03.2024 00:15,0.00,0.00
26.03.2024 00:15 - 26.03.2024 00:30,0.00,0.00
26.03.2024 00:30 - 26.03.2024 00:45,0.00,0.00
26.03.2024 00:45 - 26.03.2024 01:00,0.00,0.00
26.03.2024 01:00 - 26.03.2024 01:15,0.00,0.00
26.03.2024 01:15 - 26.03.2024 01:30,0.00,0.00
26.03.2024 01:30 - 26.03.2024 01:45,0.00,0.00
26.03.2024 01:45 - 26.03.2024 02:00,0.00,0.00
26.03.2024 02:00 - 26.03.2024 02:15,0.00,0.00
26.03.2024 02:15 - 26.03.2024 02:30,0.00,0.00
26.03.2024 02:30 - 26.03.2024 02:45,0.00,0.00
26.03.2024 02:45 - 26.03.2024 03:00,0.00,0.00
26.03.2024 03:00 - 26.03.2024 03:15,0.00,0.00
26.03.2024 03:15 - 26.03.2024 03:30,0.00,0.00
26.03.2024 03:30 - 26.03.2024 03:45,0.00,0.00
26.03.2024 03:45 - 26.03.2024 04:00,0.00,0.00
26.03.2024 04:00 - 26.03.2024 04:15,0.00,0.00
26.03.2024 04:15 - 26.03.2024 04:30,0.00,0.00
26.03.2024 04:30 - 26.03.2024 04:45,0.00,0.00
26.03.2024 04:45 - 26.03.2024 05:00,0.00,0.00
26.03.2024 05:00 - 26.03.2024 05:15,0.00,0.00
26.03.2024 05:15 - 26.03.2024 05:30,0.00,0.00
26.03.2024 05:30 - 26.03.2024 05:45,0.00,0.00
26.03.2024 05:45 - 26.03.2024 06:00,0.00,0.00
26.03.2024 06:00 - 26.03.2024 06:15,0.00,0.00
26.03.2024 06:15 - 26.03.2024 06:30,0.00,0.00
26.03.2024 06:30 - 26.03.2024 06:45,0.00,0.00
26.03.2024 06:45 - 26.03.2024 07:00,0.00,0.00
26.03.2024 07:00 - 26.03.2024 07:15,0.00,0.00
26.03.2024 07:15 - 26.03.2024 07:30,0.00,0.00
26.03.2024 07:30 - 26.03.2024 07:45,0.00,0.00
26.03.2024 07:45 - 26.03.2024 08:00,0.00,0.00
26.03.2024 08:00 - 26.03.2024 08:15,0.00,0.00
26.03.2024 08:15 - 26.03.2024 08:30,0.00,0.00
26.03.2024 08:30 - 26.03.2024 08:45,0.00,0.00
26.03.2024 08:45 - 26.03.2024 09:00,0.00,0.00
26.03.2024 09:00 - 26.03.2024 09:15,0.00,0.00
26.03.2024 09:15 - 26.03.2024 09:30,0.00,0.00
26.03.2024 09:30 - 26.03.2024 09:45,0.00,0.00
26.03.2024 09:45 - 26.03.2024 10:00,0.00,0.00
26.03.2024 10:00 - 26.03.2024 10:15,5.26,1.25
26.03.2024 10:15 - 26.03.2024 10:30,5.26,2.50
26.03.2024 10:30 - 26.03.2024 10:45,5.26,3.75
26.03.2024 10:45 - 26.03.2024 11:00,5.26,5.00
26.03.2024 11:00 - 26.03.2024 11:15,25.00,10.94
26.03.2024 11:15 - 26.03.2024 11:30,25.00,16.87
26.03.2024 11:30 - 26.03.2024 11:45,25.00,22.81
26.03.2024 11:45 - 26.03.2024 12:00,25.00,28.75
26.03.2024 12:00 - 26.03.2024 12:15,25.00,34.69
26.03.2024 12:15 - 26.03.2024 12:30,25.00,40.62
26.03.2024 12:30 - 26.03.2024 12:45,25.00,46.56
26.03.2024 12:45 - 26.03.2024 13:00,25.00,52.50
26.03.2024 13:00 - 26.03.2024 13:15,25.00,58.44
26.03.2024 13:15 - 26.03.2024 13:30,25.00,64.37
26.03.2024 13:30 - 26.03.2024 13:45,25.00,70.31
26.03.2024 13:45 - 26.03.2024 14:00,25.00,76.25
26.03.2024 14:00 - 26.03.2024 14:15,25.00,82.19
26.03.2024 14:15 - 26.03.2024 14:30,25.00,88.12
